Text,labels,Hate Speech,Abusive Speech,SARA,Radicalism,Defamation
sial banget kena copet sakit mencret jalan kepleset kaki lecet muka jepret karet eh status baca monyet wkwk,['Abusive Speech'],0,1,0,0,0
jaman rejim teman surat pemberitahuan rebut lupa haram halal haram hidup enak,[],0,0,0,0,0
pasu cebong,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
izin perintah bodoh kasih izin,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
tante vero kejo 7 hoaks sial iya,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
kayak sentuh banget covernya pas gandeng sih kristen rambut palsu kaya finallyyyy he breaks out from his old self and conquer all his fear oh iya kak coba tonton into the wild bagus tragis cerita,[],0,0,0,0,0
agama ilmu buta ilmu agama lumpuh,[],0,0,0,0,0
aduh rindu gesek kontol memek,['Abusive Speech'],0,1,0,0,0
tolong warganet hewan biar viral kayak onta amal gajah,[],0,0,0,0,0
cocok cocok penis 4 istri perilaku seks simpang majelis ulama indonesia lgbt nilai perilaku seks simpang,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
bubar komisi berantas korupsi ikan wenang komisi berantas korupsi polisi jaksa,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
eh cebong dungu bodoh impo ir2 jasa iya jasa negara impo insinyur maji negara jasa maju beda tolol,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
alas ekonomi orang kakek tega curi buku ekonomi milik cucu,[],0,0,0,0,0
kejang kejang iya bong keren dewasa malu malu,[],0,0,0,0,0
undang ulama kondang biat ulama bohong bentuk opini masyarakat ulama suarang dukung mukidi sumpah kuno dasar cebong,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
ide bagus noon kasih bunga bangkai iya tolak,[],0,0,0,0,0
himbauan tola berita hoaks sukses pilih kepala daerah wilayah kota,[],0,0,0,0,0
tuan guru bajang moeldoko prof mahfud cebong sial ahoker sial,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
lulus uec ramai cina x erti cakap melayu,[],0,0,0,0,0
salam periode wujud jokowi presiden pilih 2019 insyaallah do a rakyat negeri diijabah allah subhanahu wa taala usaha ikhlas indonesia jokowi pilih 2019,[],0,0,0,0,0
bani onta kaum bumi datar,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
men sosialis didik ide buruk istilah komunis relevan didik kompetisi ujung ujung duit menang reward punishment kualitas,[],0,0,0,0,0
top gede seungri donghae eunhyuk tiffany taeyeon bom cl o chanyeol himchan leo l bias,[],0,0,0,0,0
ih marah cordi nunanya oppa ambil ambil guguk ku kayak banci ambil ambil xf0 x9f x98 xa2,['Abusive Speech'],0,1,0,0,0
kaum fasis agama main lagu suka ganyang partai komunis indonesia,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
dungu idiot permanen,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
kayak banci kali iya,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
jari cacat eh,[],0,0,0,0,0
orang bersin normal bersin bilang anjing untung salah paham,[],0,0,0,0,0
ayo viralkan malu nyata fitnah hadap warga kampung akuarium ban nyata gubernur daerah khusus ibukota jakarta anies baswedan 24 warga tinggal dunia tinggal bekas gusur,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
bego junjung sanggup lawan pt fi lanjur babu,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
i like to read this kind of emosi discharged do not have to insult do not have to use bad no need to be harsh melayu adab budaya kecuali tulis blog cinta sendu menang anak mata,[],0,0,0,0,0
bang mantap kali lagu sor kali,[],0,0,0,0,0
pas banget foto teman akrab nasi kotak xf0 x9f x98 x82 pasu nasi kotak terima iya salaaaam,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
agama om idiot cebur kolam butek banget sih,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
jarang belai iya,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
cocot,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
cebong cebong teriak teriak indonesia uniform resource locator,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
aung san suu kyi teroris buddha uniform resource locator,"['Hate Speech', 'SARA', 'Defamation']",1,0,1,0,1
kudeta revolusi lengser rezim jokowi panglima kepala polisi republik indonesia ganti tentara nasional indonesia polisi republik indonesia pimpin nasakom bahaya,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
percaya muhammad nabi sila rugi bom negara wajib muhammad,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
tanda tanda kiamat x iya orang muslim ingkar al alquran pilih nista agama nomor koruptor nomor koruptor,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
luhut sih muka bajing usaha duit,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
janji jokowi janji ala kompeni konser iwan fals indonesia uniform resource locator,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
sipit asa belo,[],0,0,0,0,0
tanda nya 4 badan usaha milik negara energi sandera akibat modal divestasi bank asing pikir do think us easily give us their serius,[],0,0,0,0,0
curang kalah prabowo,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
ulama impo insinyur timur haus kopar kafir musyrik bi ah,"['Hate Speech', 'Abusive Speech', 'SARA', 'Defamation']",1,1,1,0,1
salut rejim konsisten kencang media massa kicep dunia nyata mantap,[],0,0,0,0,0
umat musuh umat provokasi agama bentur beda pilih beda sikap politik waras,[],0,0,0,0,0
menteri sih orang kerja ketimbang senayan dewan wakil rakyat kerja rapat molor ruang ac,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
anak anak regina ant ra cerdas cerdas saking cerdas tel sistem mentah mentah salah jalan salah tafsir xf0 x9f x98 x85 regina ant oh anak cucu cicit cocot rupa xf0 x9f x98 x82 ups xf0 x9f x99 x8a xf0 x9f x99 x8a,['Abusive Speech'],0,1,0,0,0
sih jam jam malam laperrrr badan almarhum habis kali oceh badan gembrot hmmmmmmmmmm,[],0,0,0,0,0
angkat wakil presiden lengser adil,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
bos saracen uniform resource locator,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
ju bodoh banget kesal,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
barang keras menghujam keras bahan bongkah hutan lebat erang keras pecah bibir erang bunuh 100 yahudi korban stensil xf0 x9f x98 x82,[],0,0,0,0,0
cc woyyyyyyyyyyyy bangsat anjing badak monyet mulut teriak teriak jokowi presiden utang oi monyet bangsat tunggak bayar listrik bangsat,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
marah marah sih syamsuddin sih ari sih sih syamsuddin mabuk bodoh kayak wasit,['Abusive Speech'],0,1,0,0,0
komisi berantas korupsi bubar rakyat wajib bubar wakil rakyat dewan wakil rakyat,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
istri om hamil kunti lihat gambar lihat perut hamil kunti iler sabar ambil anak lahir,[],0,0,0,0,0
astagfirullah manthous insan aik komisi berantas korupsi main metro to bani nahi na yahudi dog tum khud komisi berantas korupsi jatey oh khud ayashiya bani gala to kelompok bimbing ibadah haji darma tum nya khak tiran allah gharq kry amin sirf nafrat orang intizhar pelana,[],0,0,0,0,0
umur 22 pasang sesuai bodoh nak curang bosan and sok on umur umur xe2 x80 xa6,[],0,0,0,0,0
tolol coba orang malu,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
tampang sederhana boneka kunyuk,['Abusive Speech'],0,1,0,0,0
bodoh eh hahahhahahhhhahahaha badu arhhh iya pangan ketu ku temu cringe sial,['Abusive Speech'],0,1,0,0,0
sinergi produk unggul kawasan desa badan usaha milik desa pacu pe umbuhan ekonomi desa,[],0,0,0,0,0
istana tuding presiden rakyat miskin,[],0,0,0,0,0
gaji tunjang dewan wakil rakyat majelis musyawarat rakyat potong 70 gaji upah minimum regional,[],0,0,0,0,0
salah hancur strategi musuh isu sara,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
rugi bahagia bodoh omong orang,[],0,0,0,0,0
tindak wenang wejang cermin pusat kuasa rezim anti islam bukti rezim partai demokrasi indonesia juang nasional demokrat anti islam,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
jokowi perintah panglima tentara nasional indonesia jabat presiden perintah presiden bodoh be epi,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
oh sih kunyuk,['Abusive Speech'],0,1,0,0,0
presiden ahok wakil sahabat,[],0,0,0,0,0
jaman susilo bambang yudhoyono demo partai demokrasi indonesia juang,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
senpai senpai celeng iya cari duit,[],0,0,0,0,0
kepala jumpalit lihat kunyuk,['Abusive Speech'],0,1,0,0,0
untung yahudi,[],0,0,0,0,0
politik negara butuh ai komunis biar ujung ujung bijak perintah minimal sosialis iya logika aset negara tangan privat,[],0,0,0,0,0
tanda tangan petisi basuki tjahja purnama tahan nurani noda agama,[],0,0,0,0,0
lupa twitter instagram foto komen ih cantik cantik xe2 x80 xa6,[],0,0,0,0,0
iklan ahok jahat ganyang ahok sih iya ahok adu domba pribumi tionghoa,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
oi diam ngewe ngewe,['Abusive Speech'],0,1,0,0,0
pria belanda mualaf jalan islam nusantara nu eropa,[],0,0,0,0,0
deklarasi pilih kepala daerah 2018 aman anti hoaks ajar darul huda jabon,[],0,0,0,0,0
buddha idn agama impor candi identik negara buddha pulau kampung tua tepi laut arif lokal,[],0,0,0,0,0
eks kolam j bong bangsat,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
kenapaaaa tuyul kepala botak nkarenaaaaaaa iya suka suka kepala kepala nya tebak receh segar 9 xc2 xa0 trans7 sahur segar,[],0,0,0,0,0
cebong ekspose tonjol infrastruktur peduli bayar utang,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
nur supriyanto destinasi wisata islam lambang kota bekas,[],0,0,0,0,0
salam alaik 6 ciri wajib organisasi jemaah ipolitik islam garis ulama 1 rabbaniyah 2 alamiah 3 syumuliah 4 inqilabi 5 waqi iya 6 istimroriyah,[],0,0,0,0,0
hyunjin sinting ganteng,['Abusive Speech'],0,1,0,0,0
pikir anak bani sial beda nista agama fitnah tipu garong,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
sepe i susilo bambang yudhoyono bahan bakar minyak demo makhluk demo iya pakai jargon orang licik dana iya,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
menang lari berita hafiz alquran heboh dasar media cebong,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
anu sih juventus jual main mahal sekal bilah mahal biar picu tubir tiada habis cristiano ronaldo hujat pindah juventus narasi apologi politik indonesia sih kamp,[],0,0,0,0,0
indonesia darurat teroris rentet terorisme kota surabaya sidoarjo surabaya bom ledak 3 gereja markas polisi resor kota a ikel baca laku aksi teror 1 keluarga,[],0,0,0,0,0
2 anggota dewan wakil rakyat daerah sableng geblek contoh guyon pidana pintar blasss,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
sipit anjing bilang sombong melulu,['Abusive Speech'],0,1,0,0,0
persib nya jelek persija bagus sih bodoh,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
fix pd48 um antek antek selesai,[],0,0,0,0,0
budaya indonesia umur gin panggil kayak wajar sih orang beda wkwk,[],0,0,0,0,0
allah subhanahu wa taala tuhan dungu biadab muslim laku kafir,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
sih puasa kena pidana undang undang md3 cepat banget bahas kalah rancang undang undang terorisme,[],0,0,0,0,0
muslim rohingya teroris buddha bunuh anak hilang istri amp,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
xe2 x80 x9d lihat kunti layang xe2 x80 x9d,[],0,0,0,0,0
menteri badan usaha milik negara enak dewe miskin prestasi conflict of interest dipe ahankan pres jokowi,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
pokok ganti p oke cebong,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
barang coba jokowi presiden banjir gampang presiden xf0 x9f x98 x80 xf0 x9f x98 x8a xf0 x9f x98 x80 xf0 x9f x98 x8a kayak bunyi cocot,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
tanggap isu tenaga kerja asing hangat mesti menteri bidang ketenagakerjaan laku inspeksi dadak kapal kapal adu ppi kena laut uniform resource locator,[],0,0,0,0,0
muslim teriak sakit hati allah subhanahu wa taala dungu biadab,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
bu loyal hadap jokowi wakil presiden beliau suka ikan suka uang mata duit,[],0,0,0,0,0
salah bani sial pikir waras keliru genius kitab suci fiksi,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
iya allah limpah takwa jiwa suci engkau zat suci jiwa muslim,[],0,0,0,0,0
ngeri jokowi sepe i hitler mussolini orang diktator otoriter,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
mas harap jaka a sekolah sekolah hafiz qur an sepe i turki,[],0,0,0,0,0
iya cupu noob badan sng master,[],0,0,0,0,0
bani serbet amp kaum sial 212 demo tipu umat dana jamaah abu tour alir ustaz ustaz 212 masuk beli nasi bungkus,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
al alquran iya bang mulut kayak orang kafir bejat hina farhat abbas law,"['Hate Speech', 'Abusive Speech', 'SARA', 'Defamation']",1,1,1,0,1
anjing 11 45 antuk,['Abusive Speech'],0,1,0,0,0
jamban,[],0,0,0,0,0
anjing sesat,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
beli orang asing konglomerat negeri warga patungan beli bijak lihat ugal ugalan warga korban rejim,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
bang bantu prabowo jual kuda uniform resource locator,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
ulama bijaksana maaf iya tega hukum iya wajib jalan 2019 ganti presiden,[],0,0,0,0,0
lapang kerja jawa kerja pilih enak iya demo jilid jilid monas modal mulut doang makan siang uang saku puluh ribu,['Abusive Speech'],0,1,0,0,0
rejim jokowi langgeng salah urus bijak agraria orde adil distribusi tanah,[],0,0,0,0,0
kampung danau sunter indah mukim warga cat warna warni resmi gubernur 24 maret 2018 inisiatif dukung danau sunter rekreasi,[],0,0,0,0,0
ulama cebong abu janda nooo gerombol iya 1 alumni janda wkwk,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
jalan mulussss sih badan kurus pikir lurus negeri urus teman dorong kembang ekonomi jawa wilayah selatan bangun kembang jalur pantai selatan mlg tolong trenggalek tuju pacitan,[],0,0,0,0,0
musuh tanda jiwa sakit lukman suku musuh muhammad gila,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
letak iman otak belah sih cacing kandung protein olah ekstrak makan kandung cacing langsung konsumsi cacing daging babi kuantitas nya mantap,[],0,0,0,0,0
lihat utama sisi promosi asi games media lokal media media internasional gera presiden pimpin rapat batas bahas asi games istana bogor rabu 18 4,[],0,0,0,0,0
kristen atur injil manusia cipta akal pikir beda buruk patut patut te ulis injil bera i dil,[],0,0,0,0,0
amerika alami defisit cetak dolar jual dunia ongkos cetak 100 dolar 2 dolar,[],0,0,0,0,0
syahadat allah subhanahu wa taala dungu biadab bangsa rusak fahri,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
cupu,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
gara gara pakai kacamata lihat teman pakai kacamata mata nya lihat copot kacamata sipit,[],0,0,0,0,0
susilo bambang yudhoyono optimistis nurul arifin tang pilih kepala daerah kota bandung bandung cantik bandung harmonis bandung pilih nuruli calon wali kota bandung calon wali kota bandung 2018,[],0,0,0,0,0
bangsat polisi lengser jokowi nya,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
wkwk kadang suka bingung orang orang bikin janji iblis tanggung bikin janji kaya maslahat umat hidup manfaat orang,[],0,0,0,0,0
benci base nbenciiiiiiiii banget benci benci benciii bangkai babi beruk onta anjing anoa tai ledig ayam kadal kutil kuda,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
semangat kakak driver online individu termaginalkan pm 108 2017 harap lindung atur atur daerah gubernur khusus daerah khusus ibukota jaka a harap,[],0,0,0,0,0
perintah jalan hubung mesra negara cina komunis,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
geblek akak anjing wkwk,['Abusive Speech'],0,1,0,0,0
periode impo beras garam jagung periode anggur tenaga kerja asing serbu indonesia periode ulama habib kasar zalim tuan guru cabul pakai otak,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
nete,['Abusive Speech'],0,1,0,0,0
les privat ulujami tk sekolah dasar uji nasional simak oi seleksi masuk guru negeri matematika fisika kimia biologi akuntansi ekonomi,[],0,0,0,0,0
mint ngewe tinggal,[],0,0,0,0,0
bicara curang pilih kepala daerah daerah khusus ibukota jaka a kemarin uniform resource locator mundur hormat,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
cebong kacung bicara nya iya,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
diskusi bilang bangkit partai komunis indonesia bela partai komunis indonesia paksa tuduh antek komunis,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
iya ribet bikin nuklir kecoa be ahan nuklir bom atom jual kapur bagus kecoa mati kapur bagus nuklir,[],0,0,0,0,0
pagi pagi ramai ahoker lengser jokowi jumat berkah,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
indonesia lawyers club prabowo serang minggu indonesia lawyers club mutu hadir orang gila kuping xf0 x9f x98 xb5,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
bangga bajing tuhan kati xf0 x9f x98 x89,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
cebong suram dolar diam tenaga kerja asing bondong bondong masuk diam ribut bong partai adil sejahtera xf0 x9f xa4 xa3,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
pasca undang undang anti terorisme sah dewan wakil rakyat undang undang ai lihat panik,[],0,0,0,0,0
urus monyet broken home teman teman kayak raya h xe2 x80 xa6,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
kumpul ahli islam instruksi cari inti islam hasil spe i,[],0,0,0,0,0
p p jokowi empu rubah nasib rakyat sehat infrastruktur khusus papua bangun infrastruktur cipta sentra sentra ekonomi tingkat ekon rakyat papua mks pare pare jalan kereta api bangun jalan tol l jakarta langsung ubah nasib rakyat,[],0,0,0,0,0
ayo lengser jokowi dewan wakil rakyat majelis musyawarat rakyat cari aman rakyat kadal doang,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
iya tidur sih mark cher anjing najis,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
orang kristen sok islam islam komen sunat komen,"['Hate Speech', 'SARA', 'Defamation']",1,0,1,0,1
semangat upah 1960 orientasi politik agraria rejim orde dukung investasi investasi skala adil distribusi tanah,[],0,0,0,0,0
nct cina debut bayak kali iya nct,[],0,0,0,0,0
agama urus pribadi tuhan nikah beda agama sih mas pindah katolik sih nadine pindah islam urus doa kawin langgeng maut pisah,[],0,0,0,0,0
hasil citra beliau uniform resource locator,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
sakit sepe i xe3 x85 xa4 xe3 x85 xa4hidupnya berat berat derita orang indigo rundung makhluk astral berat fakta kejut sih buta wajah mati,[],0,0,0,0,0
partai komunis indonesia organisasi masyarakat anti pancasila larang negara republik indonesia tolong turun o 1998,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
fisik sempurna sungguh jiwa cacat semenjak ayah tiada,[],0,0,0,0,0
iya iya bodoh balas komen komenmu tolol he bangku sekolah baca data benci otak mu gagal kerja,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
ayo evolusi mutasi genetik cebong,['Abusive Speech'],0,1,0,0,0
propaganda agama ronta pimpin ulama ustaz bukti ulama ustaz tangkap buang boven goel tahan nasionalisme komunis bukti,[],0,0,0,0,0
uniform resource locator lt ngentot bugil pacar lesbi,['Abusive Speech'],0,1,0,0,0
pru 14 presiden pas datuk seri abdul had awang mempe ahankan kerusi dewan undang negeri dun razia hibur rendang be anding kerusi parlemen setia usaha agung pas datuk takiyuddin hasan,[],0,0,0,0,0
profesional komunis indonesia komunis uniform resource locator,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
retweet viral video mesum marion jola indonesia idol horny memek colok memek colok memek jembut memek becek xe2 x80 xa6,['Abusive Speech'],0,1,0,0,0
yahudi bos 100,[],0,0,0,0,0
susah cari kerja tenaga kerja asing cina bebas masuk putus hubung kerja 2019 ganti presiden,[],0,0,0,0,0
sih kampang dulukan parah jep jomlo,['Abusive Speech'],0,1,0,0,0
sinting asli anak winner twitter,['Abusive Speech'],0,1,0,0,0
citra jokowi legowo bantu rohingya prabowo amien rais diam uniform resource locator,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
sial kemarin cepat cepat beli jual online xf0 x9f x98 xa4 xf0 x9f x98 xa4 xf0 x9f x98 xa4 uniform resource locator,['Abusive Speech'],0,1,0,0,0
rezim selesai ambruk tancap puing hutang negara hancur curhat 2019 ganti presiden 2019 ganti presiden,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
ayo nusantara usaha asing indonesia,[],0,0,0,0,0
pergi haji arab pulang panggil ayah tenaga kerja indonesia pulang arab panggil ayah panggil abda,[],0,0,0,0,0
random thoughts malam kontroversi lihat inspirasi misa arwah kerap kali gereja katolik arwah doa topik diskusi obrol my dearly,[],0,0,0,0,0
owner nya order sakit,[],0,0,0,0,0
masyarakat adat badui serah hasil panen jabat bupati lebak ino si rawita gubernur banten wahidin halim seba baduy 2018,[],0,0,0,0,0
yaapssss promosi ayo promosi asi games 2018,[],0,0,0,0,0
muntah lihat lagak nya orang sok iya banget hoek,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
1 penetrasi gubernur jawa jawa non aktif ganjar pranowo menteri pe ani menteri tahan buah hasil lupa bicara sembarang pilih gubernur 2018 ganjar yasin ganjar yasin 1 jawa gayeng 1 kali partai demokrasi indonesia juang kandang banteng,[],0,0,0,0,0
lumba lumba gajah monyet nali cermin,[],0,0,0,0,0
admin presiden ai asalll banget pokok,[],0,0,0,0,0
dungu jajah budak islam muslim ras pilih ubah racist,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
macet divestasi saham freepo salah terbit atur perintah nomor 20 1994 nyata usaha tanam modal asing wajib divestasi saham indonesia freepo 51,[],0,0,0,0,0
cinta buta cha amit amit iya enak,[],0,0,0,0,0
perintah rencana payung hukum mudah proyek proyek strategis nasional proses bebas lahan,[],0,0,0,0,0
bagus partai komunis indonesia partai komunis indonesia bubar organisasi larang,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
lengser jokowi sepe i main,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
bera i kasih coklat xf0 x9f x98 xaf kejam pokok sih,[],0,0,0,0,0
ngemafia main 3 accord edan,['Abusive Speech'],0,1,0,0,0
celeng,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
terkadang bingung tonton bioskop capai capai antre amp bayar tix mahal eh bioskop tonton main handphone bodoh,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
mal mama hilang security sebentar iya cek cek orang tua anjing hilang,['Abusive Speech'],0,1,0,0,0
arseto kunyuk cari panggung,['Abusive Speech'],0,1,0,0,0
ustaz kena ramai bincang rg masuk nista agama,[],0,0,0,0,0
kenyataanya juta rakyat asli pribumi miskin miskin ahok cina kafir,"['Hate Speech', 'Abusive Speech', 'SARA', 'Defamation']",1,1,1,0,1
hatta faisal kakak perempuan rani yahudi salah santun selagi hormat sudut hamba allah,[],0,0,0,0,0
iya dosa oke meni muda anak cucu kelak susah makan susah hidup xe2 x80 xa6,[],0,0,0,0,0
hore 2019 ganti presiden nasiiik ganti bang bodoh tolol kunyuk iya cari bareng bareng bodoh nooo bang rocky gerung kumpul c,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
untung chan bilang sih radius ribu juta kilometer taplak meja,[],0,0,0,0,0
tuduh majelis ulama indonesia oplos mudah ban islam oplos bahaya dewan wakil rakyat proses hukum urus gera fajar nusantara,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
loser sih wkwk suka pacar suka bicara langsung cupu anjing,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
anak monyet iya wajar dongok xf0 x9f x98 x83 xf0 x9f x98 x86 xf0 x9f x98 x83,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
kazakhstan kakak uji nasional spongebob squarepants larang kakak uji nasional cipta buah budaya hooliganisme keras bullying,[],0,0,0,0,0
fuck orang myanmar noob sial main ml fuck,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
hati organisasi paham larang bumi pancasila bubar,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
sahih bukhari muslim ulama sepakat hadis riwayat olehimam,[],0,0,0,0,0
lepas politik label antek orde kanan fundamentalis,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
imajinasi ngewe lini kena dare,['Abusive Speech'],0,1,0,0,0
cari daftar 3563 orang terima 137 orang akuntansi,[],0,0,0,0,0
allah subhanahu wa taala sembah sembah psikopat harap teror horor sepe i brussel gila lukman,"['Hate Speech', 'Abusive Speech', 'SARA', 'Radicalism']",1,1,1,1,0
bagus bang usir negara republik indonesia myanmar juluk negara buddha,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
2018 international monetary fund pe ahankan pe umbuhan ekonomi global 3 9 international,[],0,0,0,0,0
bentur muslim islam agama muslim hidup indonesia hidup indonesia dasar pancasila aneka agama akhlak pimpin negara,[],0,0,0,0,0
islam katolik nikah buddha xf0 x9f xa4 x94,[],0,0,0,0,0
alah modar hush,['Abusive Speech'],0,1,0,0,0
sangka 2013 norak saudara laki serius guling jamban,[],0,0,0,0,0
dagang ramai april,[],0,0,0,0,0
lokasi klenteng jalan panjaitan imlek klenteng mempe unjuk tari tradisional tionghoa kunjung ayo festival pesona bunaken,[],0,0,0,0,0
hypertext transfer protocol over secure socket layer ngentot memek lonte lempung kontol crottt jembut pejuh uniform resource locator,['Abusive Speech'],0,1,0,0,0
indonesia cerita anggota dewan wakil rakyat tunggak bayar listrik anggota dewan wakil rakyat jual kaos anggota dewan wakil rakyat ganti presiden kaos parah rakyat bodoh ganti presiden tagar doang lucu,"['Hate Speech', 'Abusive Speech', 'Radicalism']",1,1,0,1,0
tenggelam rezim kuasa sa bese a ai usung,[],0,0,0,0,0
